event_id,step_id,title_override,body_text,use_custom_visual_state,visual_state,on_enter_interaction_ids,default_next_step_id,condition_stat_1,condition_min_1,condition_max_1,condition_stat_2,condition_min_2,condition_max_2,conditional_next_step_id,conditional_fallback_step_id
event_week_001_excursion_forest_blocked,step_event_week_001_excursion_forest_blocked,,,false,Neutral,,,,,,,,,,
event_week_002_excursion_forest_direct_default,step_event_week_002_excursion_forest_direct_default,,,false,Neutral,,,,,,,,,,
event_week_002_excursion_forest_direct_curious,step_event_week_002_excursion_forest_direct_curious,,,false,Neutral,,,,,,,,,,
event_week_002_excursion_forest_direct_compliant,step_event_week_002_excursion_forest_direct_compliant,,,false,Neutral,,,,,,,,,,
event_week_002_excursion_forest_blocked,step_event_week_002_excursion_forest_blocked,,,false,Neutral,,,,,,,,,,
event_week_003_excursion_forest_direct_default,step_event_week_003_excursion_forest_direct_default,,,false,Neutral,,,,,,,,,,
event_week_003_excursion_forest_direct_clever,step_event_week_003_excursion_forest_direct_clever,,,false,Neutral,,,,,,,,,,
event_week_003_excursion_forest_direct_curious,step_event_week_003_excursion_forest_direct_curious,,,false,Neutral,,,,,,,,,,
event_week_003_excursion_forest_blocked,step_event_week_003_excursion_forest_blocked,,,false,Neutral,,,,,,,,,,
event_week_004_excursion_forest_direct_default,step_event_week_004_excursion_forest_direct_default,,,false,Neutral,,,,,,,,,,
event_week_004_excursion_forest_direct_clever,step_event_week_004_excursion_forest_direct_clever,,,false,Neutral,,,,,,,,,,
event_week_004_excursion_forest_direct_anxious,step_event_week_004_excursion_forest_direct_anxious,,,false,Neutral,,,,,,,,,,
event_week_004_excursion_forest_blocked,step_event_week_004_excursion_forest_blocked,,,false,Neutral,,,,,,,,,,
event_week_005_excursion_forest_direct_default,step_event_week_005_excursion_forest_direct_default,,,false,Neutral,,,,,,,,,,
event_week_005_excursion_forest_direct_innocent,step_event_week_005_excursion_forest_direct_innocent,,,false,Neutral,,,,,,,,,,
event_week_005_excursion_forest_direct_anxious,step_event_week_005_excursion_forest_direct_anxious,,,false,Neutral,,,,,,,,,,
event_week_005_excursion_forest_blocked,step_event_week_005_excursion_forest_blocked,,,false,Neutral,,,,,,,,,,
event_week_006_excursion_forest_direct_default,step_event_week_006_excursion_forest_direct_default,,,false,Neutral,,,,,,,,,,
event_week_006_excursion_forest_direct_clever,step_event_week_006_excursion_forest_direct_clever,,,false,Neutral,,,,,,,,,,
event_week_006_excursion_forest_direct_defiant,step_event_week_006_excursion_forest_direct_defiant,,,false,Neutral,,,,,,,,,,
event_week_006_excursion_forest_blocked,step_event_week_006_excursion_forest_blocked,,,false,Neutral,,,,,,,,,,
event_week_007_excursion_forest_direct_default,step_event_week_007_excursion_forest_direct_default,,,false,Neutral,,,,,,,,,,
event_week_007_excursion_forest_direct_clever,step_event_week_007_excursion_forest_direct_clever,,,false,Neutral,,,,,,,,,,
event_week_007_excursion_forest_direct_curious,step_event_week_007_excursion_forest_direct_curious,,,false,Neutral,,,,,,,,,,
event_week_007_excursion_forest_blocked,step_event_week_007_excursion_forest_blocked,,,false,Neutral,,,,,,,,,,
event_week_008_excursion_forest_direct_default,step_event_week_008_excursion_forest_direct_default,,,false,Neutral,,,,,,,,,,
event_week_008_excursion_forest_direct_clever,step_event_week_008_excursion_forest_direct_clever,,,false,Neutral,,,,,,,,,,
event_week_008_excursion_forest_direct_anxious,step_event_week_008_excursion_forest_direct_anxious,,,false,Neutral,,,,,,,,,,
event_week_008_excursion_forest_blocked,step_event_week_008_excursion_forest_blocked,,,false,Neutral,,,,,,,,,,
event_week_009_excursion_forest_direct_default,step_event_week_009_excursion_forest_direct_default,,,false,Neutral,,,,,,,,,,
event_week_009_excursion_forest_direct_clever,step_event_week_009_excursion_forest_direct_clever,,,false,Neutral,,,,,,,,,,
event_week_009_excursion_forest_direct_innocent,step_event_week_009_excursion_forest_direct_innocent,,,false,Neutral,,,,,,,,,,
event_week_009_excursion_forest_blocked,step_event_week_009_excursion_forest_blocked,,,false,Neutral,,,,,,,,,,
event_week_001_excursion_library_direct_default,step_event_week_001_excursion_library_direct_default,,,false,Neutral,,,,,,,,,,
event_week_001_excursion_library_blocked,step_event_week_001_excursion_library_blocked,,,false,Neutral,,,,,,,,,,
event_week_002_excursion_library_direct_default,step_event_week_002_excursion_library_direct_default,,,false,Neutral,,,,,,,,,,
event_week_002_excursion_library_direct_curious,step_event_week_002_excursion_library_direct_curious,,,false,Neutral,,,,,,,,,,
event_week_002_excursion_library_direct_anxious,step_event_week_002_excursion_library_direct_anxious,,,false,Neutral,,,,,,,,,,
event_week_002_excursion_library_blocked,step_event_week_002_excursion_library_blocked,,,false,Neutral,,,,,,,,,,
event_week_003_excursion_library_direct_default,step_event_week_003_excursion_library_direct_default,,,false,Neutral,,,,,,,,,,
event_week_003_excursion_library_direct_cautious,step_event_week_003_excursion_library_direct_cautious,,,false,Neutral,,,,,,,,,,
event_week_003_excursion_library_direct_innocent,step_event_week_003_excursion_library_direct_innocent,,,false,Neutral,,,,,,,,,,
event_week_003_excursion_library_blocked,step_event_week_003_excursion_library_blocked,,,false,Neutral,,,,,,,,,,
event_week_004_excursion_library_direct_default,step_event_week_004_excursion_library_direct_default,,,false,Neutral,,,,,,,,,,
event_week_004_excursion_library_direct_clever,step_event_week_004_excursion_library_direct_clever,,,false,Neutral,,,,,,,,,,
event_week_004_excursion_library_direct_curious,step_event_week_004_excursion_library_direct_curious,,,false,Neutral,,,,,,,,,,
event_week_004_excursion_library_blocked,step_event_week_004_excursion_library_blocked,,,false,Neutral,,,,,,,,,,
event_week_005_excursion_library_direct_default,step_event_week_005_excursion_library_direct_default,,,false,Neutral,,,,,,,,,,
event_week_005_excursion_library_direct_clever,step_event_week_005_excursion_library_direct_clever,,,false,Neutral,,,,,,,,,,
event_week_005_excursion_library_direct_innocent,step_event_week_005_excursion_library_direct_innocent,,,false,Neutral,,,,,,,,,,
event_week_005_excursion_library_blocked,step_event_week_005_excursion_library_blocked,,,false,Neutral,,,,,,,,,,
event_week_006_excursion_library_direct_default,step_event_week_006_excursion_library_direct_default,,,false,Neutral,,,,,,,,,,
event_week_006_excursion_library_direct_clever,step_event_week_006_excursion_library_direct_clever,,,false,Neutral,,,,,,,,,,
event_week_006_excursion_library_direct_cautious,step_event_week_006_excursion_library_direct_cautious,,,false,Neutral,,,,,,,,,,
event_week_006_excursion_library_blocked,step_event_week_006_excursion_library_blocked,,,false,Neutral,,,,,,,,,,
event_week_007_excursion_library_direct_default,step_event_week_007_excursion_library_direct_default,,,false,Neutral,,,,,,,,,,
event_week_007_excursion_library_direct_clever,step_event_week_007_excursion_library_direct_clever,,,false,Neutral,,,,,,,,,,
event_week_007_excursion_library_direct_anxious,step_event_week_007_excursion_library_direct_anxious,,,false,Neutral,,,,,,,,,,
event_week_007_excursion_library_blocked,step_event_week_007_excursion_library_blocked,,,false,Neutral,,,,,,,,,,
event_week_008_excursion_library_direct_default,step_event_week_008_excursion_library_direct_default,,,false,Neutral,,,,,,,,,,
event_week_008_excursion_library_direct_curious,step_event_week_008_excursion_library_direct_curious,,,false,Neutral,,,,,,,,,,
event_week_008_excursion_library_direct_anxious,step_event_week_008_excursion_library_direct_anxious,,,false,Neutral,,,,,,,,,,
event_week_008_excursion_library_blocked,step_event_week_008_excursion_library_blocked,,,false,Neutral,,,,,,,,,,
event_week_009_excursion_library_direct_default,step_event_week_009_excursion_library_direct_default,,,false,Neutral,,,,,,,,,,
event_week_009_excursion_library_direct_stable,step_event_week_009_excursion_library_direct_stable,,,false,Neutral,,,,,,,,,,
event_week_009_excursion_library_direct_anxious,step_event_week_009_excursion_library_direct_anxious,,,false,Neutral,,,,,,,,,,
event_week_009_excursion_library_blocked,step_event_week_009_excursion_library_blocked,,,false,Neutral,,,,,,,,,,
event_week_001_rian,step_event_week_001_rian,,,false,Neutral,,,,,,,,,,
event_week_002_rian_0,step_event_week_002_rian_0,,,false,Neutral,,,,,,,,,,
event_week_002_rian_1,step_event_week_002_rian_1,,,false,Neutral,,,,,,,,,,
event_week_003_rian_0,step_event_week_003_rian_0,,,false,Neutral,,,,,,,,,,
event_week_003_rian_1,step_event_week_003_rian_1,,,false,Neutral,,,,,,,,,,
event_week_004_rian_0,step_event_week_004_rian_0,,,false,Neutral,,,,,,,,,,
event_week_004_rian_1,step_event_week_004_rian_1,,,false,Neutral,,,,,,,,,,
event_week_004_rian_2,step_event_week_004_rian_2,,,false,Neutral,,,,,,,,,,
event_week_005_rian_0,step_event_week_005_rian_0,,,false,Neutral,,,,,,,,,,
event_week_005_rian_1,step_event_week_005_rian_1,,,false,Neutral,,,,,,,,,,
event_week_005_rian_2,step_event_week_005_rian_2,,,false,Neutral,,,,,,,,,,
event_week_006_rian_0,step_event_week_006_rian_0,,,false,Neutral,,,,,,,,,,
event_week_006_rian_1,step_event_week_006_rian_1,,,false,Neutral,,,,,,,,,,
event_week_006_rian_2,step_event_week_006_rian_2,,,false,Neutral,,,,,,,,,,
event_week_006_rian_3,step_event_week_006_rian_3,,,false,Neutral,,,,,,,,,,
event_week_007_rian_0,step_event_week_007_rian_0,,,false,Neutral,,,,,,,,,,
event_week_007_rian_1,step_event_week_007_rian_1,,,false,Neutral,,,,,,,,,,
event_week_007_rian_2,step_event_week_007_rian_2,,,false,Neutral,,,,,,,,,,
event_week_007_rian_3,step_event_week_007_rian_3,,,false,Neutral,,,,,,,,,,
event_week_007_rian_4,step_event_week_007_rian_4,,,false,Neutral,,,,,,,,,,
event_week_008_rian_0,step_event_week_008_rian_0,,,false,Neutral,,,,,,,,,,
event_week_008_rian_1,step_event_week_008_rian_1,,,false,Neutral,,,,,,,,,,
event_week_008_rian_2,step_event_week_008_rian_2,,,false,Neutral,,,,,,,,,,
event_week_008_rian_3,step_event_week_008_rian_3,,,false,Neutral,,,,,,,,,,
event_week_008_rian_4,step_event_week_008_rian_4,,,false,Neutral,,,,,,,,,,
event_week_009_rian_0,step_event_week_009_rian_0,,,false,Neutral,,,,,,,,,,
event_week_009_rian_1,step_event_week_009_rian_1,,,false,Neutral,,,,,,,,,,
event_week_009_rian_2,step_event_week_009_rian_2,,,false,Neutral,,,,,,,,,,
event_week_009_rian_3,step_event_week_009_rian_3,,,false,Neutral,,,,,,,,,,
event_week_009_rian_4,step_event_week_009_rian_4,,,false,Neutral,,,,,,,,,,
event_week_001_max,step_event_week_001_max,,,false,Neutral,,,,,,,,,,
event_week_002_max_0,step_event_week_002_max_0,,,false,Neutral,,,,,,,,,,
event_week_002_max_1,step_event_week_002_max_1,,,false,Neutral,,,,,,,,,,
event_week_003_max_0,step_event_week_003_max_0,,,false,Neutral,,,,,,,,,,
event_week_003_max_1,step_event_week_003_max_1,,,false,Neutral,,,,,,,,,,
event_week_003_max_2,step_event_week_003_max_2,,,false,Neutral,,,,,,,,,,
event_week_004_max_0,step_event_week_004_max_0,,,false,Neutral,,,,,,,,,,
event_week_004_max_1,step_event_week_004_max_1,,,false,Neutral,,,,,,,,,,
event_week_004_max_2,step_event_week_004_max_2,,,false,Neutral,,,,,,,,,,
event_week_005_max_0,step_event_week_005_max_0,,,false,Neutral,,,,,,,,,,
event_week_005_max_1,step_event_week_005_max_1,,,false,Neutral,,,,,,,,,,
event_week_005_max_2,step_event_week_005_max_2,,,false,Neutral,,,,,,,,,,
event_week_006_max_0,step_event_week_006_max_0,,,false,Neutral,,,,,,,,,,
event_week_006_max_1,step_event_week_006_max_1,,,false,Neutral,,,,,,,,,,
event_week_006_max_2,step_event_week_006_max_2,,,false,Neutral,,,,,,,,,,
event_week_006_max_3,step_event_week_006_max_3,,,false,Neutral,,,,,,,,,,
event_week_007_max_0,step_event_week_007_max_0,,,false,Neutral,,,,,,,,,,
event_week_007_max_1,step_event_week_007_max_1,,,false,Neutral,,,,,,,,,,
event_week_007_max_2,step_event_week_007_max_2,,,false,Neutral,,,,,,,,,,
event_week_007_max_3,step_event_week_007_max_3,,,false,Neutral,,,,,,,,,,
event_week_007_max_4,step_event_week_007_max_4,,,false,Neutral,,,,,,,,,,
event_week_008_max_0,step_event_week_008_max_0,,,false,Neutral,,,,,,,,,,
event_week_008_max_1,step_event_week_008_max_1,,,false,Neutral,,,,,,,,,,
event_week_008_max_2,step_event_week_008_max_2,,,false,Neutral,,,,,,,,,,
event_week_008_max_3,step_event_week_008_max_3,,,false,Neutral,,,,,,,,,,
event_week_008_max_4,step_event_week_008_max_4,,,false,Neutral,,,,,,,,,,
event_week_009_max_0,step_event_week_009_max_0,,,false,Neutral,,,,,,,,,,
event_week_009_max_1,step_event_week_009_max_1,,,false,Neutral,,,,,,,,,,
event_week_009_max_2,step_event_week_009_max_2,,,false,Neutral,,,,,,,,,,
event_week_009_max_3,step_event_week_009_max_3,,,false,Neutral,,,,,,,,,,
event_week_009_max_4,step_event_week_009_max_4,,,false,Neutral,,,,,,,,,,
event_week_001_millia,step_event_week_001_millia,,,false,Neutral,,,,,,,,,,
event_week_002_millia_0,step_event_week_002_millia_0,,,false,Neutral,,,,,,,,,,
event_week_002_millia_1,step_event_week_002_millia_1,,,false,Neutral,,,,,,,,,,
event_week_003_millia_0,step_event_week_003_millia_0,,,false,Neutral,,,,,,,,,,
event_week_003_millia_1,step_event_week_003_millia_1,,,false,Neutral,,,,,,,,,,
event_week_003_millia_2,step_event_week_003_millia_2,,,false,Neutral,,,,,,,,,,
event_week_004_millia_0,step_event_week_004_millia_0,,,false,Neutral,,,,,,,,,,
event_week_004_millia_1,step_event_week_004_millia_1,,,false,Neutral,,,,,,,,,,
event_week_004_millia_2,step_event_week_004_millia_2,,,false,Neutral,,,,,,,,,,
event_week_005_millia_0,step_event_week_005_millia_0,,,false,Neutral,,,,,,,,,,
event_week_005_millia_1,step_event_week_005_millia_1,,,false,Neutral,,,,,,,,,,
event_week_005_millia_3,step_event_week_005_millia_3,,,false,Neutral,,,,,,,,,,
event_week_006_millia_0,step_event_week_006_millia_0,,,false,Neutral,,,,,,,,,,
event_week_006_millia_1,step_event_week_006_millia_1,,,false,Neutral,,,,,,,,,,
event_week_006_millia_3,step_event_week_006_millia_3,,,false,Neutral,,,,,,,,,,
event_week_007_millia_0,step_event_week_007_millia_0,,,false,Neutral,,,,,,,,,,
event_week_007_millia_1,step_event_week_007_millia_1,,,false,Neutral,,,,,,,,,,
event_week_007_millia_2,step_event_week_007_millia_2,,,false,Neutral,,,,,,,,,,
event_week_007_millia_4,step_event_week_007_millia_4,,,false,Neutral,,,,,,,,,,
event_week_008_millia_0,step_event_week_008_millia_0,,,false,Neutral,,,,,,,,,,
event_week_008_millia_1,step_event_week_008_millia_1,,,false,Neutral,,,,,,,,,,
event_week_008_millia_3,step_event_week_008_millia_3,,,false,Neutral,,,,,,,,,,
event_week_009_millia_0,step_event_week_009_millia_0,,,false,Neutral,,,,,,,,,,
event_week_009_millia_1,step_event_week_009_millia_1,,,false,Neutral,,,,,,,,,,
event_week_009_millia_2,step_event_week_009_millia_2,,,false,Neutral,,,,,,,,,,
event_week_009_millia_3,step_event_week_009_millia_3,,,false,Neutral,,,,,,,,,,
event_week_009_millia_4,step_event_week_009_millia_4,,,false,Neutral,,,,,,,,,,
event_week_001_yuffie,step_event_week_001_yuffie,,,false,Neutral,,,,,,,,,,
event_week_002_yuffie_0,step_event_week_002_yuffie_0,,,false,Neutral,,,,,,,,,,
event_week_002_yuffie_1,step_event_week_002_yuffie_1,,,false,Neutral,,,,,,,,,,
event_week_003_yuffie_0,step_event_week_003_yuffie_0,,,false,Neutral,,,,,,,,,,
event_week_003_yuffie_1,step_event_week_003_yuffie_1,,,false,Neutral,,,,,,,,,,
event_week_003_yuffie_2,step_event_week_003_yuffie_2,,,false,Neutral,,,,,,,,,,
event_week_004_yuffie_0,step_event_week_004_yuffie_0,,,false,Neutral,,,,,,,,,,
event_week_004_yuffie_1,step_event_week_004_yuffie_1,,,false,Neutral,,,,,,,,,,
event_week_004_yuffie_2,step_event_week_004_yuffie_2,,,false,Neutral,,,,,,,,,,
event_week_005_yuffie_0,step_event_week_005_yuffie_0,,,false,Neutral,,,,,,,,,,
event_week_005_yuffie_2,step_event_week_005_yuffie_2,,,false,Neutral,,,,,,,,,,
event_week_005_yuffie_3,step_event_week_005_yuffie_3,,,false,Neutral,,,,,,,,,,
event_week_006_yuffie_0,step_event_week_006_yuffie_0,,,false,Neutral,,,,,,,,,,
event_week_006_yuffie_2,step_event_week_006_yuffie_2,,,false,Neutral,,,,,,,,,,
event_week_007_yuffie_0,step_event_week_007_yuffie_0,,,false,Neutral,,,,,,,,,,
event_week_007_yuffie_1,step_event_week_007_yuffie_1,,,false,Neutral,,,,,,,,,,
event_week_007_yuffie_2,step_event_week_007_yuffie_2,,,false,Neutral,,,,,,,,,,
event_week_007_yuffie_4,step_event_week_007_yuffie_4,,,false,Neutral,,,,,,,,,,
event_week_008_yuffie_0,step_event_week_008_yuffie_0,,,false,Neutral,,,,,,,,,,
event_week_008_yuffie_1,step_event_week_008_yuffie_1,,,false,Neutral,,,,,,,,,,
event_week_008_yuffie_2,step_event_week_008_yuffie_2,,,false,Neutral,,,,,,,,,,
event_week_008_yuffie_4,step_event_week_008_yuffie_4,,,false,Neutral,,,,,,,,,,
event_week_009_yuffie_0,step_event_week_009_yuffie_0,,,false,Neutral,,,,,,,,,,
event_week_009_yuffie_1,step_event_week_009_yuffie_1,,,false,Neutral,,,,,,,,,,
event_week_009_yuffie_2,step_event_week_009_yuffie_2,,,false,Neutral,,,,,,,,,,
event_week_009_yuffie_3,step_event_week_009_yuffie_3,,,false,Neutral,,,,,,,,,,
event_week_009_yuffie_4,step_event_week_009_yuffie_4,,,false,Neutral,,,,,,,,,,
event_week_001_night_dark_room,step_event_week_001_night_dark_room_intro,어두운 방,,false,Neutral,,,,,,,,,,
event_week_001_night_dark_room,step_event_week_001_night_dark_room_outro,,,false,Neutral,,,,,,,,,,
event_week_001_night_parents,step_event_week_001_night_parents_intro,엄마 아빠,,false,Neutral,,,,,,,,,,
event_week_001_night_parents,step_event_week_001_night_parents_outro,,,false,Neutral,,,,,,,,,,
event_week_002_night_mother_resemblance,step_event_week_002_night_mother_resemblance_intro,어머니를 닮았다는 말,,false,Neutral,,,,,,,,,,
event_week_002_night_mother_resemblance,step_event_week_002_night_mother_resemblance_outro,,,false,Neutral,,,,,,,,,,
event_week_002_night_tea_party,step_event_week_002_night_tea_party_intro,다과회 자리,,false,Neutral,,,,,,,,,,
event_week_002_night_tea_party,step_event_week_002_night_tea_party_outro,,,false,Neutral,,,,,,,,,,
event_week_003_night_father_book,step_event_week_003_night_father_book_intro,책장에 손이 닿은 날,,false,Neutral,,,,,,,,,,
event_week_003_night_father_book,step_event_week_003_night_father_book_outro,,,false,Neutral,,,,,,,,,,
event_week_003_night_carriage_crest,step_event_week_003_night_carriage_crest_intro,마차에 새겨진 문장,,false,Neutral,,,,,,,,,,
event_week_003_night_carriage_crest,step_event_week_003_night_carriage_crest_outro,,,false,Neutral,,,,,,,,,,
event_week_004_night_other_kids,step_event_week_004_night_other_kids_intro,다른 집 아이들,,false,Neutral,,,,,,,,,,
event_week_004_night_other_kids,step_event_week_004_night_other_kids_outro,,,false,Neutral,,,,,,,,,,
